,Unnamed: 0,Unnamed: 0.1,MICHELLE WU,PAT PAYASO,MICHAEL F FLAHERTY,AYANNA S PRESSLEY,DOMINGOS DAROSA,ALTHEA GARRISON,ANNISSA E GEORGE,WILLIAM A KING,ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Ward_Precinct,Registered Voters,Turnout,Unnamed: 0.1.1,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Hispanic & Black Percentage,Black plurality (Y/N),Pressley percentage,Wu Percentage,Flaherty Percentage,Annissa Percentage,Latino plurality (Y/N),White plurality (Y/N),Asian plurality (Y/N)
109,109,109,117,11,78,209,39,78,83,23,4,642,574,304,1209,1003,0.30309072781655,110,1209,1116,95,802,7,15,1,134,62,1116,23,764,268,4,15,1,9,32,71.8637992831541,0.627240143369176,1.34408602150538,0.0896057347670251,12.0071684587814,5.55555555555556,24.0143369175627,8.51254480286738,95.8781362007168,Y,32.5545171339564,18.2242990654206,12.1495327102804,12.9283489096573,N,N,N
110,110,110,137,23,104,195,84,127,82,35,9,796,792,397,1301,1513,0.262392597488434,111,1301,1573,134,955,11,12,0,345,116,1573,41,851,458,8,11,0,130,74,60.7120152574698,0.699300699300699,0.762873490146217,0,21.9326128417038,7.3744437380801,29.1163382072473,8.51875397329943,89.8283534647171,Y,24.4974874371859,17.2110552763819,13.0653266331658,10.3015075376884,N,N,N
111,111,111,57,4,41,82,20,41,32,16,0,293,227,130,1302,607,0.214168039538715,112,1302,673,82,389,19,10,1,114,58,673,14,351,232,2,8,0,28,38,57.8008915304606,2.82317979197623,1.48588410104012,0.148588410104012,16.9390787518574,8.61812778603269,34.4725111441308,12.184249628529,92.2734026745914,Y,27.9863481228669,19.4539249146758,13.9931740614335,10.9215017064846,N,N,N
112,112,112,106,17,108,100,35,40,76,18,2,502,482,246,1303,1282,0.19188767550702,113,1303,3145,1502,573,16,681,5,279,89,3145,1293,515,547,7,681,5,41,56,18.2193958664547,0.508744038155803,21.6534181240064,0.158982511923688,8.87122416534181,2.82988871224165,17.3926868044515,47.758346581876,35.6120826709062,N,19.9203187250996,21.1155378486056,21.5139442231076,15.1394422310757,N,Y,N
113,113,113,91,10,73,127,72,66,68,32,1,540,420,240,1304,1078,0.222634508348794,114,1304,1261,188,717,8,10,0,238,100,1261,82,668,370,5,10,0,62,64,56.8596352101507,0.63441712926249,0.793021411578113,0,18.8739095955591,7.93021411578112,29.3417922283902,14.9088025376685,86.2014274385408,Y,23.5185185185185,16.8518518518519,13.5185185185185,12.5925925925926,N,N,N
114,114,114,106,8,86,126,66,47,96,26,3,564,500,266,1305,1020,0.26078431372549,115,1305,1352,334,529,5,11,2,346,125,1352,263,483,284,1,11,2,206,102,39.1272189349112,0.369822485207101,0.813609467455621,0.14792899408284,25.5917159763314,9.24556213017751,21.0059171597633,24.7041420118343,60.1331360946745,Y,22.3404255319149,18.7943262411348,15.2482269503546,17.0212765957447,N,N,N
115,115,115,201,27,168,198,80,62,196,26,6,964,668,408,1306,1356,0.300884955752212,116,1306,1615,587,458,7,125,3,334,101,1615,517,420,272,4,125,3,196,78,28.359133126935,0.43343653250774,7.73993808049536,0.185758513931888,20.6811145510836,6.25386996904025,16.8421052631579,36.3467492260062,45.2012383900929,N,20.5394190871369,20.850622406639,17.4273858921162,20.3319502074689,N,Y,N
116,116,116,265,23,240,218,46,69,290,35,8,1194,706,475,1307,1461,0.325119780971937,117,1307,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.2112676056338,0.0563380281690141,24.2816901408451,0,4.45070422535211,3.09859154929577,7.38028169014085,56.9014084507042,18.5915492957747,N,18.2579564489112,22.1943048576214,20.1005025125628,24.2881072026801,N,Y,N
117,117,117,210,20,184,175,42,48,239,24,5,947,581,382,1308,1309,0.291825821237586,118,1308,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.3759099933819,0.198544010589014,24.3547319655857,0.264725347452018,7.47849106551952,4.36796823295831,9.66247518199868,50.9596293845136,22.0383851753806,N,18.4794086589229,22.1752903907075,19.4297782470961,25.2375923970433,N,Y,N
118,118,118,236,27,179,200,48,67,227,31,3,1018,594,403,1309,1323,0.304610733182162,119,1309,1683,742,249,7,429,5,185,66,1683,692,228,170,6,428,0,103,56,14.795008912656,0.41592394533571,25.4901960784314,0.29708853238265,10.992275698158,3.92156862745098,10.1010101010101,44.0879382055853,24.8960190136661,N,19.6463654223969,23.1827111984283,17.5834970530452,22.2986247544204,N,Y,N
119,119,119,443,52,399,393,58,87,513,46,8,1999,1077,769,1310,1643,0.468046256847231,120,1310,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.26927029804728,0,11.20246659815,0.102774922918808,2.36382322713258,2.46659815005139,4.88180883864337,77.5950668036999,11.1510791366906,N,19.6598299149575,22.1610805402701,19.959979989995,25.6628314157078,N,Y,N
120,120,120,172,16,128,243,105,86,121,61,5,937,859,449,1401,2544,0.176493710691824,121,1401,2866,279,1824,19,37,5,557,145,2866,48,1688,920,9,35,1,93,72,63.6427076064201,0.662944870900209,1.29099790648988,0.174459176552687,19.4347522679693,5.05931612002791,32.1004884856943,9.73482205163992,95.7431960921144,Y,25.9338313767343,18.3564567769477,13.6606189967983,12.9135538954109,N,N,N
121,121,121,198,18,182,390,87,139,105,64,17,1200,1168,592,1402,2539,0.233162662465538,122,1402,2695,142,2164,17,10,0,235,127,2695,42,2041,450,11,10,0,62,79,80.2968460111317,0.630797773654917,0.371057513914657,0,8.71985157699443,4.71243042671614,16.6975881261596,5.26901669758813,96.9944341372913,Y,32.5,16.5,15.1666666666667,8.75,N,N,N
122,122,122,118,11,91,162,62,66,86,47,3,646,474,280,1403,1270,0.220472440944882,123,1403,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.5287282117495,1.48482892188509,1.16204002582311,0.0645577792123951,17.8825048418334,5.03550677856682,29.6320206584893,4.84183344092963,99.1607488702389,Y,25.077399380805,18.266253869969,14.0866873065016,13.312693498452,N,N,N
123,123,123,102,7,89,178,75,52,85,45,2,635,561,299,1404,1523,0.196323046618516,124,1404,1654,124,1230,10,15,0,203,72,1654,49,1146,353,8,15,0,39,44,74.3651753325272,0.60459492140266,0.90689238210399,0,12.273276904474,4.35308343409915,21.3422007255139,7.49697702539299,95.7073760580411,Y,28.0314960629921,16.0629921259842,14.0157480314961,13.3858267716535,N,N,N
124,124,124,113,12,102,171,17,48,54,24,5,546,418,241,1405,1074,0.2243947858473,125,1405,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.8116747741487,0.347463516330785,0.764419735927728,0.0694927032661571,4.86448922863099,2.64072272411397,10.7713690062543,2.50173731758165,99.583043780403,Y,31.3186813186813,20.6959706959707,18.6813186813187,9.89010989010989,N,N,N
125,125,125,119,19,94,176,35,65,65,40,4,617,471,272,1406,1069,0.25444340505145,126,1406,1174,75,947,4,6,1,89,52,1174,41,878,211,2,6,0,11,25,80.664395229983,0.340715502555366,0.511073253833049,0.0851788756388416,7.5809199318569,4.42930153321976,17.9727427597956,6.38841567291312,98.6371379897785,Y,28.5251215559157,19.2868719611021,15.2350081037277,10.5348460291734,N,N,N
126,126,126,90,11,75,151,30,59,53,28,2,499,441,235,1407,1166,0.201543739279588,127,1407,1388,94,1085,7,10,0,126,66,1388,20,1016,286,7,7,0,11,41,78.1700288184438,0.504322766570605,0.720461095100865,0,9.07780979827089,4.75504322766571,20.6051873198847,6.77233429394813,98.7752161383285,Y,30.2605210420842,18.0360721442886,15.0300601202405,10.6212424849699,N,N,N
127,127,127,127,9,104,222,35,67,74,40,6,684,640,331,1408,1142,0.28984238178634,128,1408,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.7228915662651,0.133868808567604,0.803212851405622,0.0669344042838019,5.62248995983936,2.81124497991968,12.7175368139224,9.83935742971888,93.4404283801874,Y,32.4561403508772,18.5672514619883,15.2046783625731,10.8187134502924,N,N,N
128,128,128,61,5,59,136,18,34,43,41,1,398,510,227,1409,1283,0.17692907248636,129,1409,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.2687861271676,0.867052023121387,1.22832369942197,0,17.485549132948,5.78034682080925,33.1647398843931,7.36994219653179,100.433526011561,Y,34.1708542713568,15.3266331658292,14.8241206030151,10.8040201005025,N,N,N
129,129,129,116,7,104,195,35,74,70,45,2,648,624,318,1410,1319,0.24109173616376,130,1410,1937,205,1254,12,17,3,350,96,1937,26,1131,661,9,16,3,36,55,64.7392875580795,0.619514713474445,0.877645844088797,0.154878678368611,18.0691791430047,4.95611770779556,34.1249354672173,10.5833763551884,98.8642230252969,Y,30.0925925925926,17.9012345679012,16.0493827160494,10.8024691358025,N,N,N
130,130,130,128,13,111,193,53,81,93,58,0,730,322,263,1411,1158,0.227115716753022,131,1411,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.4843152257077,0.229533282325937,0.765110941086458,0,9.25784238714614,5.04973221117062,17.1384850803367,3.21346595256312,98.6228003060444,Y,26.4383561643836,17.5342465753425,15.2054794520548,12.7397260273973,N,N,N
131,131,131,100,6,83,134,23,58,65,35,0,504,268,193,1412,724,0.266574585635359,132,1412,809,28,680,1,9,0,74,17,809,3,646,121,1,9,0,25,4,84.0543881334982,0.123609394313968,1.11248454882571,0,9.14709517923362,2.10135970333745,14.9567367119901,3.4610630407911,99.0111248454883,Y,26.5873015873016,19.8412698412698,16.468253968254,12.8968253968254,N,N,N
132,132,132,110,14,106,168,31,65,76,32,0,602,550,288,1413,1098,0.262295081967213,133,1413,1206,38,1024,6,11,0,73,54,1206,18,973,149,1,11,0,17,37,84.9087893864013,0.497512437810945,0.912106135986733,0,6.0530679933665,4.47761194029851,12.3548922056385,3.15091210613599,97.2636815920398,Y,27.906976744186,18.2724252491694,17.6079734219269,12.624584717608,N,N,N
133,133,133,133,11,101,187,34,64,68,39,1,638,614,313,1414,1226,0.255301794453507,134,1414,1350,10,1203,3,5,0,86,43,1350,5,1127,179,2,5,0,3,29,89.1111111111111,0.222222222222222,0.37037037037037,0,6.37037037037037,3.18518518518519,13.2592592592593,0.740740740740741,102.37037037037,Y,29.3103448275862,20.846394984326,15.8307210031348,10.6583072100313,N,N,N
134,134,134,104,7,73,145,93,67,76,37,4,606,518,281,1501,1585,0.177287066246057,135,1501,1938,266,969,9,44,0,507,143,1938,130,874,554,7,44,0,223,106,50,0.464396284829721,2.27038183694531,0,26.1609907120743,7.37874097007224,28.5861713106295,13.7254901960784,78.5861713106295,Y,23.9273927392739,17.1617161716172,12.046204620462,12.5412541254125,N,N,N
135,135,135,60,8,69,107,30,43,52,17,3,389,391,195,1502,1083,0.18005540166205,136,1502,1270,74,787,5,8,0,297,99,1270,34,749,206,3,8,0,176,94,61.9685039370079,0.393700787401575,0.62992125984252,0,23.3858267716535,7.79527559055118,16.2204724409449,5.82677165354331,78.1889763779528,Y,27.5064267352185,15.4241645244216,17.7377892030848,13.3676092544987,N,N,N
136,136,136,53,3,46,65,30,24,46,9,4,280,204,121,1503,726,0.166666666666667,137,1503,875,75,418,3,31,0,260,88,875,56,383,164,3,28,0,163,78,47.7714285714286,0.342857142857143,3.54285714285714,0,29.7142857142857,10.0571428571429,18.7428571428571,8.57142857142857,66.5142857142857,Y,23.2142857142857,18.9285714285714,16.4285714285714,16.4285714285714,N,N,N
137,137,137,147,13,119,181,91,80,111,37,3,782,818,400,1504,1980,0.202020202020202,138,1504,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.818732337505,0.080742834073476,15.7044812272911,0.040371417036738,22.6887363746468,9.89099717400081,16.027452563585,14.7759386354461,52.84618490109,Y,23.1457800511509,18.7979539641944,15.2173913043478,14.1943734015345,N,N,N
138,138,138,102,10,104,166,87,41,79,21,4,614,550,291,1505,1329,0.218961625282167,139,1505,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58.0373269114991,0.78266104756171,5.53883202889825,0,15.7134256472005,7.04394942805539,25.4063816977724,12.8838049367851,83.4437086092715,Y,27.0358306188925,16.6123778501629,16.9381107491857,12.8664495114006,N,N,N
139,139,139,95,12,122,91,18,41,101,24,1,505,495,250,1506,780,0.32051282051282,140,1506,1038,329,154,1,459,0,57,38,1038,313,144,75,1,459,0,11,35,14.8362235067437,0.0963391136801541,44.2196531791908,0,5.49132947976879,3.66088631984586,7.22543352601156,31.6955684007707,22.0616570327553,N,18.019801980198,18.8118811881188,24.1584158415842,20,N,N,Y
140,140,140,115,15,89,135,80,60,90,27,1,612,436,262,1507,1082,0.242144177449168,141,1507,1305,165,660,3,22,0,329,126,1305,126,608,222,1,21,0,228,99,50.5747126436782,0.229885057471264,1.68582375478927,0,25.2107279693487,9.6551724137931,17.0114942528736,12.6436781609195,67.5862068965517,Y,22.0588235294118,18.7908496732026,14.5424836601307,14.7058823529412,N,N,N
141,141,141,136,17,122,122,59,65,73,45,1,640,356,249,1508,978,0.254601226993865,142,1508,1319,208,562,6,302,2,169,70,1319,133,531,236,6,300,2,56,55,42.6080363912055,0.45489006823351,22.89613343442,0.151630022744503,12.8127369219105,5.30705079605762,17.8923426838514,15.7695223654283,60.5003790750569,Y,19.0625,21.25,19.0625,11.40625,N,N,N
142,142,142,148,27,113,132,57,71,92,39,6,685,379,266,1509,1032,0.257751937984496,143,1509,1362,266,472,5,353,1,200,65,1362,239,457,181,3,351,0,90,41,34.654919236417,0.367107195301028,25.9177679882526,0.0734214390602056,14.6842878120411,4.77239353891336,13.2892804698972,19.5301027900147,47.9441997063142,Y,19.2700729927007,21.6058394160584,16.4963503649635,13.4306569343066,N,N,N
143,143,143,160,14,144,150,30,39,114,28,2,681,479,290,1601,1142,0.253940455341506,144,1601,1581,388,444,5,566,0,125,53,1581,327,419,192,4,561,0,35,43,28.0834914611006,0.316255534471853,35.8001265022138,0,7.90638836179633,3.35230866540165,12.1442125237192,24.5414294750158,40.2277039848197,N,22.0264317180617,23.4948604992658,21.1453744493392,16.7400881057269,N,N,Y
144,144,144,142,23,175,137,28,38,151,14,9,717,495,303,1602,872,0.347477064220183,145,1602,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.7991675338189,0.208116545265349,19.4588969823101,0,5.09885535900104,2.08116545265349,7.90842872008325,60.3537981269511,20.7075962539022,N,19.1073919107392,19.8047419804742,24.4072524407252,21.0599721059972,N,Y,N
145,145,145,183,22,181,231,53,69,166,32,2,939,613,388,1603,1462,0.265389876880985,146,1603,1745,341,736,5,475,0,109,79,1745,313,709,122,2,475,0,58,66,42.1776504297994,0.286532951289398,27.2206303724928,0,6.24641833810888,4.52722063037249,6.99140401146132,19.541547277937,49.1690544412607,Y,24.6006389776358,19.4888178913738,19.2758253461129,17.678381256656,N,N,N
146,146,146,185,19,167,202,43,61,155,33,2,867,581,362,1604,1293,0.279969064191802,147,1604,2177,685,688,9,481,0,211,103,2177,624,657,210,5,477,0,120,84,31.6031235645384,0.41341295360588,22.0946256316031,0,9.69223702342673,4.73128158015618,9.64630225080386,31.4653192466697,41.2494258153422,Y,23.2987312572088,21.3379469434833,19.2618223760092,17.8777393310265,N,N,N
147,147,147,212,14,241,227,32,52,213,15,4,1010,658,417,1605,1408,0.296164772727273,148,1605,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.3338829348722,0.329760923330585,14.6743610882111,0,7.00741962077494,3.05028854080792,10.3874690849134,59.6042868920033,25.7213520197857,N,22.4752475247525,20.990099009901,23.8613861386139,21.0891089108911,N,Y,N
148,148,148,295,25,229,321,57,86,245,45,5,1308,796,526,1606,1827,0.287903667214012,149,1606,2277,580,881,4,577,1,146,88,2277,502,816,260,3,577,1,57,61,38.6912604303909,0.175669740887132,25.3403601229688,0.043917435221783,6.41194554238032,3.86473429951691,11.4185331576636,25.4721124286342,50.1097935880545,Y,24.5412844036697,22.5535168195719,17.5076452599388,18.7308868501529,N,N,N
149,149,149,268,44,381,252,37,57,319,26,10,1394,830,556,1607,1239,0.448748991121872,150,1607,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.5194709772226,0.220426157237326,6.83321087435709,0.14695077149155,2.64511388684791,0.808229243203527,4.48199853049228,75.82659808964,18.0014695077149,N,18.077474892396,19.2252510760402,27.3314203730273,22.883787661406,N,Y,N
150,150,150,338,27,356,352,45,76,370,34,5,1603,781,596,1608,1409,0.422995031937544,151,1608,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.1266149870801,0.452196382428941,10.4651162790698,0,2.71317829457364,3.68217054263566,6.0077519379845,59.5607235142119,29.1343669250646,N,21.9588271990019,21.085464753587,22.2083593262633,23.0817217716781,N,Y,N
151,151,151,267,22,489,279,23,45,396,26,2,1549,1131,670,1609,1498,0.447263017356475,152,1609,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.32326283987915,0.181268882175227,3.08157099697885,0,0.906344410876133,1.02719033232628,2.7190332326284,91.4803625377643,6.04229607250755,N,18.0116204002582,17.2369270497095,31.5687540348612,25.5648805681085,N,Y,N
152,152,152,222,18,313,208,15,40,267,21,3,1107,661,442,1610,1341,0.329604772557793,153,1610,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.8024374599102,0.064143681847338,7.44066709429121,0.128287363694676,2.05259781911482,2.11674150096216,4.49005772931366,76.3951250801796,16.2924951892239,N,18.7895212285456,20.0542005420054,28.2746160794941,24.1192411924119,N,Y,N
153,153,153,333,27,406,320,33,62,350,33,11,1575,837,603,1611,1466,0.411323328785812,154,1611,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,17.968253968254,0.317460317460317,8.88888888888889,0,2.09523809523809,1.90476190476191,4.95238095238095,68.8253968253968,22.9206349206349,N,20.3174603174603,21.1428571428571,25.7777777777778,22.2222222222222,N,Y,N
154,154,154,326,18,566,260,18,46,424,23,2,1683,1109,698,1612,1192,0.585570469798658,155,1612,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.56865787432118,0.310318076027929,1.24127230411171,0,0.698215671062839,0.465477114041893,1.16369278510473,93.7160589604345,4.73235065942591,N,15.4486036838978,19.3701723113488,33.630421865716,25.1931075460487,N,Y,N
155,155,155,99,14,69,186,24,61,80,20,4,557,507,266,1701,1209,0.220016542597188,156,1701,1313,132,961,16,4,0,132,68,1313,44,927,243,4,4,0,32,59,73.1911652703732,1.21858339680122,0.304645849200305,0,10.0533130236101,5.17897943640518,18.5072353389185,10.0533130236101,91.6984006092917,Y,33.3931777378815,17.7737881508079,12.3877917414722,14.3626570915619,N,N,N
156,156,156,94,8,70,131,49,46,69,13,1,481,355,209,1702,826,0.253026634382567,157,1702,983,85,617,6,93,2,124,56,983,55,563,176,1,91,0,51,46,62.7670396744659,0.610376398779247,9.46083418107833,0.203458799593082,12.6144455747711,5.69684638860631,17.9043743641912,8.646998982706,80.6714140386572,Y,27.2349272349272,19.5426195426195,14.5530145530146,14.3451143451144,N,N,N
157,157,157,251,23,198,379,73,110,200,46,7,1287,865,538,1703,1821,0.295442064799561,158,1703,1996,338,1383,2,40,3,151,79,1996,267,1330,273,1,40,0,35,50,69.2885771543086,0.100200400801603,2.00400801603206,0.150300601202405,7.56513026052104,3.95791583166333,13.6773547094188,16.9338677354709,82.9659318637274,Y,29.4483294483294,19.5027195027195,15.3846153846154,15.5400155400155,N,N,N
158,158,158,316,26,251,439,52,112,249,38,2,1485,1063,637,1704,1827,0.348659003831418,159,1704,2105,514,1236,10,160,0,102,83,2105,492,1190,145,10,158,0,45,65,58.7173396674584,0.475059382422803,7.60095011876485,0,4.84560570071259,3.94299287410926,6.88836104513064,24.4180522565321,65.6057007125891,Y,29.5622895622896,21.2794612794613,16.9023569023569,16.7676767676768,N,N,N
159,159,159,61,6,57,115,16,47,50,20,4,376,408,196,1705,877,0.223489167616876,160,1705,981,48,777,9,17,1,86,43,981,20,718,189,3,17,1,6,27,79.2048929663608,0.917431192660551,1.7329255861366,0.101936799184506,8.76656472986748,4.38328236493374,19.2660550458716,4.89296636085627,98.4709480122324,Y,30.5851063829787,16.2234042553191,15.1595744680851,13.2978723404255,N,N,N
160,160,160,196,16,138,266,45,70,171,34,5,941,595,384,1706,1336,0.287425149700599,161,1706,1526,386,790,10,130,1,137,72,1526,329,745,220,8,130,0,36,58,51.7693315858453,0.655307994757536,8.51900393184797,0.0655307994757536,8.97771952817824,4.71821756225426,14.4167758846658,25.2948885976409,66.1861074705111,Y,28.2678002125398,20.8289054197662,14.6652497343252,18.1721572794899,N,N,N
161,161,161,66,5,60,128,23,50,47,34,6,419,329,187,1707,728,0.256868131868132,162,1707,803,44,684,4,10,0,28,33,803,40,660,59,3,10,0,12,19,85.1805728518057,0.49813200498132,1.2453300124533,0,3.48692403486924,4.10958904109589,7.34744707347447,5.47945205479452,92.5280199252802,Y,30.5489260143198,15.7517899761337,14.3198090692124,11.2171837708831,N,N,N
162,162,162,148,5,137,243,45,87,115,38,0,818,494,328,1708,1210,0.271074380165289,163,1708,1261,100,1002,9,10,0,91,49,1261,59,958,191,2,10,0,14,27,79.4607454401269,0.713719270420301,0.793021411578113,0,7.21649484536082,3.88580491673275,15.146708961142,7.93021411578112,94.6074544012688,Y,29.7066014669927,18.0929095354523,16.7481662591687,14.0586797066015,N,N,N
163,163,163,224,15,126,246,40,60,178,19,1,909,471,345,1709,904,0.381637168141593,164,1709,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.8643410852713,0.290697674418605,5.32945736434108,0,4.74806201550388,3.10077519379845,9.39922480620155,41.6666666666667,54.2635658914729,Y,27.0627062706271,24.6424642464246,13.8613861386139,19.5819581958196,N,N,N
164,164,164,173,16,159,292,50,89,127,41,3,950,778,432,1710,1672,0.258373205741627,165,1710,1842,111,1537,5,13,0,116,60,1842,68,1471,197,4,13,0,37,52,83.4419109663409,0.271444082519001,0.705754614549403,0,6.29750271444083,3.25732899022801,10.6948968512486,6.02605863192182,94.1368078175896,Y,30.7368421052632,18.2105263157895,16.7368421052632,13.3684210526316,N,N,N
165,165,165,88,9,55,132,22,34,69,12,0,421,263,171,1711,633,0.270142180094787,166,1711,708,103,486,1,41,0,54,23,708,86,468,66,1,41,0,31,15,68.6440677966102,0.141242937853107,5.7909604519774,0,7.6271186440678,3.24858757062147,9.32203389830508,14.5480225988701,77.9661016949152,Y,31.353919239905,20.9026128266033,13.0641330166271,16.3895486935867,N,N,N
166,166,166,158,8,123,212,34,84,98,20,4,741,555,324,1712,929,0.348762109795479,167,1712,1011,132,750,2,45,0,45,37,1011,120,729,76,2,42,0,16,26,74.1839762611276,0.19782393669634,4.45103857566766,0,4.45103857566766,3.65974282888229,7.51730959446093,13.0563798219585,81.7012858555885,Y,28.6099865047233,21.3225371120108,16.5991902834008,13.225371120108,N,N,N
167,167,167,298,24,286,309,48,90,257,34,6,1352,720,518,1713,1251,0.414068745003997,168,1713,1535,840,458,2,121,0,52,62,1535,812,440,96,2,120,0,14,51,29.8371335504886,0.13029315960912,7.88273615635179,0,3.38762214983713,4.03908794788274,6.25407166123779,54.7231270358306,36.0912052117264,N,22.8550295857988,22.0414201183432,21.1538461538461,19.008875739645,N,Y,N
168,168,168,301,26,239,334,55,113,246,35,6,1355,577,483,1714,1300,0.371538461538461,169,1714,1412,429,821,0,70,3,45,44,1412,397,792,106,0,70,0,17,30,58.1444759206799,0,4.95750708215297,0.212464589235128,3.18696883852691,3.11614730878187,7.5070821529745,30.3824362606232,65.6515580736544,Y,24.6494464944649,22.2140221402214,17.6383763837638,18.1549815498155,N,N,N
169,169,169,266,29,228,408,87,118,167,65,4,1372,1072,611,1801,2168,0.281826568265683,170,1801,2382,221,1849,20,28,0,174,90,2382,166,1748,358,9,28,0,22,51,77.6238455079765,0.839630562552477,1.17548278757347,0,7.30478589420655,3.77833753148615,15.0293870696893,9.27791771620487,92.6532325776658,Y,29.7376093294461,19.3877551020408,16.6180758017493,12.1720116618076,N,N,N
170,170,170,175,7,153,238,50,77,91,62,1,854,674,382,1802,1456,0.262362637362637,171,1802,1772,46,1598,8,17,1,51,51,1772,22,1544,131,4,16,0,12,43,90.1805869074492,0.451467268623025,0.959367945823928,0.0564334085778781,2.87810383747178,2.87810383747178,7.39277652370203,2.59593679458239,97.5733634311513,Y,27.8688524590164,20.4918032786885,17.9156908665105,10.655737704918,N,N,N
