,Ward,Precinct_x,Winner,2nd,3rd,4th,Flaherty,St. Guillen,Wu,Mejia,Murphy,Garrison,Halbert,Essaibi-George,Total,Write-in,Wu Percentage,Ward_Precinct_Code,Black plurality (Y/N),Unnamed: 0_y,Precinct_y,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Turnout,White plurality (Y/N),Asian plurality (Y/N),Hispanic plurality (Y/N)
0,5,5,Wu,Flaherty,Essaibi-George,Garrison,100,41,147,23,27,46,22,86,497,5,29.5774647887324,0505,N,45,0505,677,636,4,1,21,0,1,14,677,624,4,17,1,21,0,1,9,0.590841949778434,0.147710487444609,3.10192023633678,0,0.147710487444609,2.06794682422452,2.51107828655835,93.9438700147711,0.217134416543575,Y,N,N
1,5,3,Wu,Essaibi-George,Flaherty,St. Guillen,193,127,294,59,46,70,65,218,1080,8,27.2222222222222,0503,N,43,0503,1873,1744,20,0,92,0,8,9,1873,1695,17,58,0,92,0,3,8,1.06780565936999,0,4.91190603310197,0,0.427122263747998,0.480512546716498,3.09663641217298,93.1126534970635,0.156967431927389,Y,N,N
2,5,6,Wu,Essaibi-George,Flaherty,St. Guillen,159,75,231,60,65,65,51,166,875,3,26.4,0506,N,46,0506,2212,1965,77,3,114,0,21,32,2212,1896,65,104,3,114,0,4,26,3.48101265822785,0.135623869801085,5.15370705244123,0,0.949367088607595,1.44665461121157,4.70162748643761,88.8336347197107,0.104430379746835,Y,N,N
3,3,8,Wu,St. Guillen,Flaherty,Essaibi-George,393,405,743,358,106,119,333,361,2833,15,26.2266148958701,0308,N,30,0308,7821,3585,377,4,3598,4,103,150,7821,3347,351,386,4,3594,3,15,121,4.82035545326685,0.0511443549418233,46.0043472701701,0.0511443549418233,1.31696713975195,1.91791331031837,4.93543025188595,45.8381281166091,0.0950006393044368,N,Y,N
4,21,6,Wu,Essaibi-George,Flaherty,St. Guillen,103,67,167,52,55,52,27,122,645,0,25.8914728682171,2106,N,231,2106,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.28671328671329,0.174825174825175,14.1608391608392,0.104895104895105,3.77622377622378,2.9020979020979,7.55244755244755,75.5944055944056,0.0583916083916084,Y,N,N
5,5,1,Wu,Essaibi-George,Flaherty,St. Guillen,368,320,619,262,97,105,227,389,2397,10,25.8239465999166,0501,N,41,0501,6467,4012,300,8,1921,1,103,122,6467,3858,277,288,7,1920,1,18,98,4.63893613731251,0.123704963661667,29.7046543992578,0.0154631204577084,1.59270140714396,1.88650069584042,4.45337869182001,62.038039276326,0.0957167156332148,Y,N,N
6,5,8,Wu,Essaibi-George,Flaherty,St. Guillen,160,102,241,65,47,74,45,192,936,10,25.7478632478632,0508,N,48,0508,2585,2200,65,1,214,0,34,71,2585,2108,63,125,1,212,0,15,61,2.51450676982592,0.0386847195357834,8.27852998065764,0,1.31528046421663,2.74661508704062,4.83558994197292,85.1063829787234,0.0932301740812379,Y,N,N
7,5,11,Wu,Essaibi-George,Flaherty,St. Guillen,150,80,216,54,45,79,43,165,839,7,25.7449344457688,0511,N,51,0511,1322,1222,11,0,68,0,7,14,1322,1179,11,51,0,67,0,2,12,0.832072617246596,0,5.14372163388805,0,0.529500756429652,1.0590015128593,3.85779122541604,92.4357034795764,0.16338880484115,Y,N,N
8,4,2,Wu,Essaibi-George,Flaherty,St. Guillen,175,130,299,108,73,95,73,205,1166,8,25.6432246998285,0402,N,32,0402,3532,2541,390,8,468,0,54,71,3532,2397,375,212,7,466,0,11,64,11.0419026047565,0.226500566251416,13.2502831257078,0,1.52887882219706,2.01019252548131,6.00226500566251,71.9422423556059,0.0846545866364666,Y,N,N
9,5,7,Wu,Flaherty,Essaibi-George,St. Guillen,207,111,272,63,57,87,72,191,1064,4,25.5639097744361,0507,N,47,0507,2626,2323,54,2,175,1,26,45,2626,2231,50,126,2,175,1,3,38,2.05635948210206,0.0761614623000762,6.66412795125666,0.0380807311500381,0.99009900990099,1.71363290175171,4.7981721249048,88.4615384615385,0.103579588728104,Y,N,N
10,5,4,Wu,Essaibi-George,Flaherty,St. Guillen,171,104,252,61,60,83,64,190,988,3,25.5060728744939,0504,N,44,0504,2702,2405,70,2,153,1,29,42,2702,2324,68,106,2,152,1,12,37,2.59067357512953,0.074019245003701,5.66247224278312,0.0370096225018505,1.07327905255366,1.55440414507772,3.92301998519615,89.0081421169504,0.0932642487046632,Y,N,N
11,20,4,Wu,St. Guillen,Essaibi-George,Mejia,121,285,395,214,81,51,166,242,1556,1,25.3856041131105,2004,N,209,2004,1132,972,74,0,21,0,42,23,1132,941,69,85,0,21,0,3,13,6.53710247349823,0,1.85512367491166,0,3.71024734982332,2.03180212014134,7.50883392226149,85.8657243816254,0.348939929328622,Y,N,N
12,19,9,Wu,St. Guillen,Essaibi-George,Mejia,60,138,186,101,21,28,84,118,736,0,25.2717391304348,1909,N,201,1909,844,707,40,1,66,0,11,19,844,661,39,60,0,66,0,3,15,4.739336492891,0.118483412322275,7.81990521327014,0,1.30331753554502,2.25118483412322,7.10900473933649,83.7677725118483,0.220379146919431,Y,N,N
13,21,4,Wu,St. Guillen/Mejia,St. Guillen/Mejia,Essaibi-George,35,76,108,76,13,27,24,68,428,1,25.2336448598131,2104,N,229,2104,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.59608900876602,0.0674308833445718,20.0944032366824,0.0337154416722859,8.09170600134862,4.58530006743088,10.9912339851652,64.5313553607552,0.0364126770060688,Y,N,N
14,18,10,Wu,Essaibi-George,St. Guillen,Flaherty,234,272,482,212,127,114,154,311,1914,8,25.1828631138976,1810,N,179,1810,2337,1576,371,13,89,0,212,76,2337,1364,351,470,5,87,0,25,35,15.875053487377,0.556268720581943,3.80830124090715,0,9.07145913564399,3.2520325203252,20.1112537441164,67.4368848951647,0.206247325631151,Y,N,N
15,19,13,Wu,Essaibi-George,Mejia,St. Guillen,91,107,191,108,40,39,62,122,760,0,25.1315789473684,1913,N,205,1913,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.4054054054054,0.540540540540541,2.27027027027027,0.27027027027027,17.3513513513514,5.35135135135135,39.5675675675676,42.8108108108108,0.103243243243243,Y,N,N
16,21,15,Wu,Essaibi-George,St. Guillen,Mejia,58,80,142,75,31,36,46,97,566,1,25.0883392226148,2115,N,240,2115,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.83464566929134,0.31496062992126,12.3884514435696,0.10498687664042,1.67979002624672,1.5748031496063,4.56692913385827,81.1023622047244,0.0745406824146982,Y,N,N
17,11,10,Wu,St. Guillen,Mejia,Essaibi-George,75,219,275,186,25,40,102,177,1099,0,25.0227479526843,1110,N,101,1110,1462,1096,145,2,69,0,110,40,1462,998,122,238,1,68,0,13,22,9.91792065663475,0.136798905608755,4.71956224350205,0,7.52393980848153,2.7359781121751,16.2790697674419,74.9658002735978,0.188098495212038,Y,N,N
18,5,9,Wu,Essaibi-George,Flaherty,St. Guillen,198,123,273,76,67,81,61,209,1092,4,25,0509,N,49,0509,4112,3372,89,3,513,0,53,82,4112,3174,84,262,3,506,0,13,70,2.16439688715953,0.0729571984435798,12.4756809338521,0,1.28891050583658,1.99416342412451,6.3715953307393,82.0038910505837,0.0663910505836576,Y,N,N
19,18,9,Wu,Essaibi-George,St. Guillen,Flaherty,140,148,258,112,65,63,88,158,1034,2,24.9516441005803,1809,N,178,1809,1606,960,372,7,41,1,160,65,1606,847,345,318,6,40,1,18,31,23.1631382316314,0.435865504358655,2.55292652552926,0.062266500622665,9.9626400996264,4.04732254047323,19.8007471980075,59.7758405977584,0.160647571606476,Y,N,N
20,19,6,Wu,St. Guillen,Mejia,Essaibi-George,145,315,422,262,49,88,162,260,1705,2,24.7507331378299,1906,N,198,1906,1665,1390,123,8,69,0,33,42,1665,1319,110,125,6,69,0,6,30,7.38738738738739,0.48048048048048,4.14414414414414,0,1.98198198198198,2.52252252252252,7.50750750750751,83.4834834834835,0.253453453453453,Y,N,N
21,4,7,Wu,Flaherty,Essaibi-George,Mejia,92,65,146,81,30,45,41,90,590,0,24.7457627118644,0407,N,37,0407,4109,2808,291,10,745,2,114,139,4109,2631,276,329,6,742,2,12,111,7.0820150888294,0.243368216110976,18.1309321002677,0.0486736432221952,2.77439766366513,3.38281820394256,8.00681431005111,68.337795083962,0.0355317595522025,Y,N,N
22,11,8,Wu,St. Guillen,Mejia,Essaibi-George,92,270,349,232,39,63,162,211,1422,4,24.5428973277075,1108,N,99,1108,1733,1185,223,10,153,1,106,55,1733,1081,196,253,3,153,1,13,33,12.867859203693,0.577034045008656,8.82862088863243,0.0577034045008656,6.11656087709175,3.1736872475476,14.598961338719,68.3785343335257,0.201384881708021,Y,N,N
23,21,8,Wu,Essaibi-George,St.Guillen/Mejia,St.Guillen/Mejia,54,102,159,102,19,47,60,104,649,2,24.4992295839753,2108,N,233,2108,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.41124155104945,0.213447171824973,15.4037709000356,0.0355745286374956,3.69975097829954,2.24119530416222,6.97260761294913,73.9950195659907,0.0565635005336179,Y,N,N
24,21,3,Wu,St. Guillen,Essaibi-George,Mejia,29,53,75,43,12,18,23,52,307,2,24.4299674267101,2103,N,228,2103,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.7027027027027,0.162162162162162,25.8378378378378,0.027027027027027,2.72972972972973,3.24324324324324,6.91891891891892,64.2972972972973,0.0202702702702703,Y,N,N
25,3,2,Wu,Flaherty,Essaibi-George,St. Guillen,82,44,102,31,31,37,21,71,419,0,24.3436754176611,0302,N,24,0302,1866,1771,20,1,44,1,20,9,1866,1719,16,71,1,43,1,6,9,1.07181136120043,0.0535905680600214,2.35798499464094,0.0535905680600214,1.07181136120043,0.482315112540193,3.80493033226152,94.908896034298,0.0546623794212219,Y,N,N
26,3,6,Wu,Essaibi-George,Flaherty,St. Guillen,224,156,335,97,102,108,107,235,1377,13,24.3282498184459,0306,N,28,0306,5373,4484,246,11,455,3,79,95,5373,4291,226,284,10,454,3,18,87,4.5784477945282,0.204727340405732,8.46826726223711,0.0558347292015634,1.47031453564117,1.76809975804951,5.285687697748,83.4543085799367,0.0623487809417458,Y,N,N
27,19,7,Wu,St. Guillen,Essaibi-George,Mejia,115,283,343,223,41,44,132,238,1420,1,24.1549295774648,1907,N,199,1907,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.2888759464182,0.46592894583576,7.92079207920792,0,10.7163657542225,4.25160163075131,22.5975538730344,64.3564356435644,0.199767035527082,Y,N,N
28,4,3,Wu,Essaibi-George,Flaherty,St. Guillen,112,86,168,69,44,44,42,130,697,2,24.103299856528,0403,N,33,0403,1337,985,211,2,81,0,27,31,1337,938,200,93,2,81,0,2,21,15.7816005983545,0.149588631264024,6.05833956619297,0,2.01944652206432,2.31862378459237,6.95587135377711,73.6724008975318,0.12565445026178,Y,N,N
29,19,10,Wu,Mejia,Essaibi-George,St. Guillen,140,226,350,237,73,64,130,232,1454,2,24.0715268225585,1910,N,202,1910,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.0869565217391,0.330214639515685,1.98128783709411,0.165107319757843,7.81507980187122,3.24711062190424,21.68409466153,60.3742432581178,0.19262520638415,Y,N,N
30,4,8,Wu,St. Guillen,Flaherty,Mejia,84,92,149,82,27,35,72,76,619,2,24.0710823909532,0408,N,38,0408,4521,3301,284,8,701,2,111,114,4521,3106,266,331,6,696,1,20,95,6.28179606281796,0.17695200176952,15.5054191550542,0.04423800044238,2.45520902455209,2.52156602521566,7.32138907321389,73.0148197301482,0.0329573103295731,Y,N,N
31,21,7,Wu,Essaibi-George,Mejia,Flaherty,70,64,135,81,32,36,46,96,561,1,24.0641711229947,2107,N,232,2107,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.77491961414791,0.321543408360129,13.3118971061093,0.192926045016077,6.88102893890675,4.11575562700965,18.6495176848875,65.4019292604502,0.0868167202572347,Y,N,N
32,19,3,Wu,St. Guillen,Mejia,Essaibi-George,71,175,221,168,20,29,93,142,919,0,24.0478781284004,1903,N,195,1903,1308,1121,61,4,65,3,19,35,1308,1080,59,66,0,64,3,6,30,4.66360856269113,0.305810397553517,4.96941896024465,0.229357798165138,1.4525993883792,2.67584097859327,5.04587155963303,85.7033639143731,0.168960244648318,Y,N,N
33,5,2A,Wu,Essaibi-George,Flaherty/St.Guillen,Flaherty/St.Guillen,59,59,100,46,26,26,32,67,416,1,24.0384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,21,5,Wu,Essaibi-George,St. Guillen,Mejia,64,79,131,71,26,34,45,95,545,0,24.0366972477064,2105,N,230,2105,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,3.97301349325337,0.0749625187406297,19.1529235382309,0.112443778110944,2.39880059970015,2.51124437781109,6.89655172413793,71.7766116941529,0.0491004497751124,Y,N,N
35,22,5,Wu,Flaherty,Essaibi-George,St. Guillen,81,67,124,64,41,30,36,73,516,0,24.031007751938,2205,N,246,2205,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.06455542021924,0.182704019488429,11.2667478684531,0,15.2862362971985,4.68940316686967,16.4433617539586,61.510353227771,0.0755176613885506,Y,N,N
36,19,4,Wu,St. Guillen,Mejia,Essaibi-George,109,319,380,283,38,57,165,236,1589,2,23.9144115796098,1904,N,196,1904,1234,1038,61,3,41,0,48,43,1234,980,57,114,2,41,0,5,35,4.94327390599676,0.243111831442464,3.322528363047,0,3.88978930307942,3.48460291734198,9.23824959481361,84.1166936790924,0.307941653160454,Y,N,N
37,3,7,Wu,Essaibi-George,Flaherty,St. Guillen,265,197,396,137,116,107,110,318,1656,10,23.9130434782609,0307,N,29,0307,3951,2911,233,10,629,0,96,72,3951,2788,210,262,7,627,0,9,48,5.89724120475829,0.253100480890914,15.9200202480385,0,2.42976461655277,1.82232346241458,6.63123259934194,73.677549987345,0.100227790432802,Y,N,N
38,4,1,Wu,Essaibi-George,Flaherty,St. Guillen,177,142,269,112,72,67,73,212,1128,4,23.8475177304964,0401,N,31,0401,2011,1736,70,4,129,0,35,37,2011,1667,64,102,4,129,0,18,27,3.4808552958727,0.198906016907011,6.41471904525112,0,1.74042764793635,1.83988065638986,5.07210343112879,86.325211337643,0.133764296369965,Y,N,N
39,22,10,Wu,Essaibi-George,Flaherty,St. Guillen,144,125,243,98,73,82,50,205,1021,1,23.8001958863859,2210,N,251,2210,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.68550368550369,0.040950040950041,10.2375102375102,0,2.98935298935299,1.8018018018018,8.47665847665848,81.2448812448812,0.0995085995085995,Y,N,N
40,19,12,Wu,Essaibi-George,St. Guillen,Mejia,145,165,252,147,45,58,50,199,1061,0,23.751178133836,1912,N,204,1912,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.9179170344219,0.617828773168579,1.67696381288614,0.088261253309797,6.53133274492498,3.97175639894086,18.711385701677,66.1959399823478,0.222418358340688,Y,N,N
41,11,6,Wu,Mejia,St. Guillen,Essaibi-George,74,167,226,195,23,35,90,142,952,0,23.7394957983193,1106,N,97,1106,1257,777,176,3,62,0,163,76,1257,646,127,399,1,61,0,7,16,14.0015910898966,0.238663484486873,4.93237867939539,0,12.9673826571201,6.0461416070008,31.7422434367542,61.8138424821002,0.179793158313445,Y,N,N
42,19,1,Wu,St. Guillen,Mejia,Essaibi-George,73,253,300,252,27,33,128,195,1266,5,23.696682464455,1901,N,193,1901,1990,1588,118,17,69,0,112,86,1990,1438,104,327,4,67,0,10,40,5.92964824120603,0.85427135678392,3.46733668341709,0,5.62814070351759,4.321608040201,16.4321608040201,79.7989949748744,0.150753768844221,Y,N,N
43,5,10,Wu,Essaibi-George,Flaherty,St. Guillen,98,83,161,75,48,45,69,101,680,0,23.6764705882353,0510,N,50,0510,6184,4078,207,15,1529,0,110,245,6184,3749,197,478,12,1517,0,21,210,3.34734799482536,0.242561448900388,24.7250970245796,0,1.77878395860285,3.96183699870634,7.72962483829237,65.9443725743855,0.0260349288486417,Y,N,N
44,11,9,Wu,St. Guillen,Mejia,Essaibi-George,76,177,214,143,24,34,97,140,905,0,23.646408839779,1109,N,100,1109,997,844,63,1,41,0,23,25,997,790,48,99,0,40,0,3,17,6.31895687061184,0.100300902708124,4.1123370110331,0,2.30692076228686,2.50752256770311,9.92978936810431,84.653961885657,0.214643931795386,Y,N,N
45,19,8,Wu,St. Guillen,Mejia,Essaibi-George,61,187,218,154,30,32,96,143,922,1,23.6442516268981,1908,N,200,1908,843,754,27,1,28,0,12,21,843,728,27,38,1,28,0,4,17,3.20284697508897,0.118623962040332,3.3214709371293,0,1.42348754448399,2.49110320284698,4.50771055753262,89.4424673784104,0.258600237247924,Y,N,N
46,20,2,Wu,Essaibi-George,St. Guillen,Flaherty,170,205,339,161,118,76,130,234,1437,4,23.5908141962422,2002,N,207,2002,1786,1285,248,9,67,0,120,57,1786,1129,218,333,3,66,0,7,30,13.8857782754759,0.503919372900336,3.75139977603583,0,6.71892497200448,3.19148936170213,18.6450167973124,71.9484882418813,0.189809630459126,Y,N,N
47,3,5,Wu,Flaherty,Essaibi-George,Garrison,297,126,368,114,136,157,89,267,1563,9,23.5444657709533,0305,N,27,0305,4660,3353,541,4,640,0,49,73,4660,3006,536,404,4,637,0,9,64,11.6094420600858,0.0858369098712446,13.7339055793991,0,1.05150214592275,1.56652360515021,8.66952789699571,71.9527896995708,0.0789699570815451,Y,N,N
48,22,6,Wu,Flaherty,Essaibi-George,Mejia,92,55,127,59,46,42,25,90,540,4,23.5185185185185,2206,N,247,2206,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.58675078864353,0.0630914826498423,13.9432176656151,0,7.38170347003155,3.02839116719243,10.6624605678233,72.9968454258675,0.0801261829652997,Y,N,N
49,5,2,Wu,Flaherty,Essaibi-George,St. Guillen,102,83,146,67,38,43,43,98,621,1,23.5104669887279,0502,N,42,0502,4207,3131,194,8,606,2,130,136,4207,2904,178,401,5,601,2,11,105,4.61136201568814,0.190159258378892,14.4045638222011,0.0475398145947231,3.090087948657,3.23270739244117,9.53173282624198,74.423579748039,0.0347040646541478,Y,N,N
50,11,7,Wu,St. Guillen,Mejia,Essaibi-George,79,200,261,183,23,56,132,173,1111,4,23.4923492349235,1107,N,98,1107,1955,1096,464,12,51,0,255,77,1955,938,424,487,3,51,0,10,42,23.7340153452685,0.61381074168798,2.60869565217391,0,13.0434782608696,3.9386189258312,24.9104859335038,56.0613810741688,0.133503836317136,Y,N,N
51,19,5,Wu,St. Guillen,Mejia,Essaibi-George,111,256,313,199,43,51,155,197,1333,8,23.4808702175544,1905,N,197,1905,1582,1239,158,8,70,0,71,36,1582,1125,143,209,5,70,0,8,22,9.98735777496839,0.505689001264223,4.42477876106195,0,4.48798988621998,2.275600505689,13.2111251580278,78.3185840707965,0.197850821744627,Y,N,N
52,9,2,Wu,Essaibi-George,Flaherty,Mejia,149,117,225,131,46,55,55,178,960,4,23.4375,0902,N,79,0902,2267,1548,353,4,209,0,93,60,2267,1426,334,249,2,209,0,4,43,15.5712395235995,0.176444640494045,9.21923246581385,0,4.10233789148655,2.64666960741067,10.9836788707543,68.2840758711954,0.0992501102779003,Y,N,N
53,21,2,Wu,St.Guillen/Essaibi-George,St.Guillen/Essaibi-George,Flaherty,12,15,22,12,4,7,7,15,94,0,23.4042553191489,2102,N,227,2102,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.28134196586227,0.0441436138905238,22.248381400824,0,1.69217186580341,3.94349617422013,7.72513243084167,68.7904649793996,0.00323719835197175,Y,N,N
54,2,3,Wu,Flaherty,Essaibi-George,Murphy,162,91,194,47,110,48,37,139,831,3,23.3453670276775,0203,N,18,0203,1652,1594,7,3,24,0,6,18,1652,1576,7,27,3,23,0,1,15,0.423728813559322,0.181598062953995,1.45278450363196,0,0.36319612590799,1.08958837772397,1.63438256658596,96.4891041162228,0.117433414043583,Y,N,N
55,11,2,Wu,Essaibi-George,Mejia,Flaherty,101,91,204,136,31,97,53,157,874,4,23.3409610983982,1102,Y,93,1102,1651,230,1090,25,21,2,196,87,1651,113,1016,442,8,21,2,11,38,66.0205935796487,1.51423379769837,1.27195639006663,0.121138703815869,11.8715929739552,5.26953361599031,26.7716535433071,13.9309509388249,0.123561477892186,N,N,N
56,4,5,Wu,Flaherty,Essaibi-George,St. Guillen,110,93,158,73,32,55,49,106,677,1,23.3382570162481,0405,N,35,0405,2953,2098,294,5,448,1,47,60,2953,1947,282,215,5,445,1,7,51,9.95597697257027,0.169319336268202,15.1710125296309,0.0338638672536404,1.5916017609211,2.03183203521842,7.28073145953268,71.0463934981375,0.0535049102607518,Y,N,N
57,4,6,Wu,Flaherty,St. Guillen,Essaibi-George,109,105,177,91,37,64,69,102,759,5,23.3201581027668,0406,N,36,0406,2498,1639,235,9,437,0,84,94,2498,1494,222,264,8,437,0,14,59,9.40752602081665,0.360288230584468,17.4939951961569,0,3.3626901521217,3.76301040832666,10.5684547638111,65.6124899919936,0.0708566853482786,Y,N,N
58,20,8,Wu,Essaibi-George,Flaherty,St. Guillen,149,138,259,114,96,69,80,209,1115,1,23.2286995515695,2008,N,213,2008,1391,1117,113,8,45,0,70,38,1391,1056,102,162,1,45,0,2,23,8.12365204888569,0.575125808770669,3.23508267433501,0,5.03235082674335,2.73184759166068,11.646297627606,80.3019410496046,0.186196980589504,Y,N,N
59,22,7,Wu,Flaherty,Essaibi-George,St. Guillen,184,129,241,87,95,74,57,171,1041,3,23.1508165225744,2207,N,248,2207,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.67580567580568,0.192400192400192,7.6960076960077,0.0481000481000481,5.82010582010582,2.26070226070226,7.88840788840789,78.3068783068783,0.115921115921116,Y,N,N
60,8,2,Wu,Essaibi-George,St. Guillen,Flaherty,124,135,232,109,73,51,90,183,1003,6,23.1306081754736,0802,N,72,0802,4588,2484,1212,19,598,1,189,85,4588,1889,1174,819,14,597,1,33,61,26.4167393199651,0.414123801220575,13.0340017436792,0.021795989537925,4.11944202266783,1.85265911072363,17.8509154315606,54.1412380122057,0.050566695727986,Y,N,N
61,21,1,Wu,Essaibi-George,Flaherty,St. Guillen,78,70,133,64,43,47,43,97,575,0,23.1304347826087,2101,N,226,2101,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.55691056910569,0.203252032520325,19.7154471544715,0.127032520325203,1.98170731707317,3.17581300813008,7.57113821138211,71.239837398374,0.0337906504065041,Y,N,N
62,12,1,Wu,Essaibi-George,Mejia,Garrison,107,78,191,116,29,115,58,128,826,4,23.1234866828087,1201,Y,102,1201,1812,137,1380,11,33,0,166,85,1812,74,1328,307,10,32,0,12,49,76.158940397351,0.607064017660044,1.82119205298013,0,9.16114790286976,4.69094922737307,16.9426048565121,7.560706401766,0.105408388520971,N,N,N
63,19,2,Wu,Essaibi-George,St. Guillen,Flaherty,170,197,293,142,77,77,88,217,1268,7,23.1072555205047,1902,N,194,1902,1878,1545,87,7,177,0,15,47,1878,1497,83,82,6,175,0,0,35,4.63258785942492,0.372736954206603,9.42492012779553,0,0.798722044728434,2.50266240681576,4.36634717784878,82.2683706070288,0.156017039403621,Y,N,N
64,22,3,Wu,Essaibi-George,Flaherty,St. Guillen,184,113,265,110,97,91,65,221,1147,1,23.1037489102005,2203,N,244,2203,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.29252849303504,0.126635711270578,12.916842549599,0,3.08146897425074,1.43520472773322,6.62726888982693,79.1473195441114,0.111861544955678,Y,N,N
65,21,9,Wu,St. Guillen,Essaibi-George,Mejia,52,115,160,105,33,35,75,114,694,5,23.0547550432277,2109,N,234,2109,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.85109337035751,0.381811870878167,19.2641443943075,0.0347101700798334,4.85942381117667,3.29746615758417,10.5518917042693,63.3113502256161,0.0555362721277334,Y,N,N
66,22,4,Wu,Essaibi-George,Flaherty,St. Guillen,162,122,229,78,105,65,64,170,995,0,23.0150753768844,2204,N,245,2204,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.05405405405405,0,10.9530583214794,0,2.98719772403983,1.42247510668563,6.1877667140825,80.5832147937411,0.162873399715505,Y,N,N
67,21,13,Wu,Flaherty,St. Guillen,Essaibi-George,270,256,355,164,60,92,120,230,1549,2,22.9180116204003,2113,N,238,2113,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.87590187590188,0.0360750360750361,18.1096681096681,0.0360750360750361,1.40692640692641,1.58730158730159,2.74170274170274,76.9480519480519,0.128066378066378,Y,N,N
68,3,1,Wu,Flaherty,Essaibi-George,Garrison,237,88,249,52,99,106,52,193,1087,11,22.9070837166513,0301,N,23,0301,3998,3619,129,8,137,0,50,55,3998,3522,125,156,6,136,0,7,46,3.22661330665333,0.200100050025012,3.42671335667834,0,1.25062531265633,1.37568784392196,3.90195097548774,90.520260130065,0.0622811405702851,Y,N,N
69,20,9,Wu,Essaibi-George,Flaherty,St. Guillen,179,140,272,115,106,79,95,196,1188,6,22.8956228956229,2009,N,214,2009,1481,1136,188,1,14,0,109,33,1481,1027,176,243,0,14,0,7,14,12.694125590817,0.0675219446320054,0.945307224848076,0,7.35989196488859,2.22822417285618,16.4078325455773,76.7049291019581,0.183659689399055,Y,N,N
70,12,4,Wu,Garrison,Essaibi-George,Flaherty,67,46,110,66,8,83,27,70,481,4,22.8690228690229,1204,Y,105,1204,1235,100,884,6,3,2,178,62,1235,47,826,274,5,3,2,30,48,71.5789473684211,0.48582995951417,0.242914979757085,0.161943319838057,14.412955465587,5.02024291497976,22.1862348178138,8.09716599190283,0.0890688259109312,N,N,N
71,21,12,Wu,Essaibi-George,Flaherty,St. Guillen,164,153,219,94,40,53,65,172,960,0,22.8125,2112,N,237,2112,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.52112676056338,0.0828500414250207,8.20215410107705,0.0828500414250207,1.49130074565037,1.65700082850041,5.2195526097763,84.9627174813587,0.0907207953603977,Y,N,N
72,10,2,Wu,Essaibi-George,Flaherty,St. Guillen,62,58,96,50,20,43,28,64,421,0,22.8028503562945,1002,N,84,1002,2579,1462,331,9,581,1,126,69,2579,1354,290,298,4,581,1,9,42,12.8344319503684,0.348972469949593,22.5281116711904,0.0387747188832881,4.8856145792943,2.67545560294688,11.5548662272199,56.6886390073672,0.0372237301279566,Y,N,N
73,22,1,Wu,Essaibi-George,Flaherty,Mejia,163,133,257,136,92,62,87,186,1129,13,22.7635075287865,2201,N,242,2201,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,6.98356807511737,0.332550860719875,20.0704225352113,0.0195618153364632,5.43818466353678,4.16666666666667,13.9280125195618,62.9890453834116,0.0502738654147105,Y,N,N
