,Ward,Precinct_x,Winner,2nd,3rd,4th,Flaherty,St. Guillen,Wu,Mejia,Murphy,Garrison,Halbert,Essaibi-George,Total,Write-in,Wu Percentage,Ward_Precinct_Code,Black plurality (Y/N),Unnamed: 0_y,Precinct_y,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Turnout,White plurality (Y/N),Asian plurality (Y/N),Hispanic plurality (Y/N)
214,6,2,Flaherty,Wu,Essaibi-George,Murphy,138,44,87,27,64,36,22,80,502,4,17.3306772908367,0602,N,53,0602,1387,1089,85,1,102,0,90,20,1387,1055,66,143,1,97,0,11,14,6.12833453496756,0.0720980533525595,7.35400144196107,0,6.48882480173035,1.44196106705119,10.310021629416,78.5147801009373,0.0627253064167267,Y,N,N
215,20,16,Flaherty,Essaibi-George,Wu,Murphy,235,119,205,47,178,138,46,213,1184,3,17.3141891891892,2016,N,221,2016,2031,1704,87,2,164,2,45,27,2031,1640,79,126,0,164,1,8,13,4.28360413589365,0.0984736582964057,8.07483998030527,0.0984736582964057,2.21565731166913,1.32939438700148,6.20384047267356,83.8995568685377,0.100935499753816,Y,N,N
216,8,6,Mejia,Flaherty,Wu,Essaibi-George,27,14,24,29,1,13,8,22,140,2,17.1428571428571,0806,Y,76,0806,681,144,214,0,10,0,256,57,681,105,186,115,0,10,0,215,50,31.424375917768,0,1.46842878120411,0,37.5917767988253,8.37004405286344,16.8869309838473,21.1453744493392,0.0352422907488987,N,N,N
217,16,5,Murphy,Essaibi-George,Wu,Flaherty,130,47,132,57,167,63,38,135,771,2,17.1206225680934,1605,N,148,1605,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.3338829348722,0.329760923330585,14.6743610882111,0,7.00741962077494,3.05028854080792,10.3874690849134,59.6042868920033,0.108821104699093,Y,N,N
218,13,8,Essaibi-George,Wu,Flaherty,Murphy,94,54,103,56,88,30,39,136,602,2,17.109634551495,1308,N,118,1308,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.3759099933819,0.198544010589014,24.3547319655857,0.264725347452018,7.47849106551952,4.36796823295831,9.66247518199868,50.9596293845136,0.0681667769688948,Y,N,N
219,15,5,Mejia,Wu,Essaibi-George,Flaherty,56,29,69,77,19,55,33,65,404,1,17.0792079207921,1505,Y,139,1505,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58.0373269114991,0.78266104756171,5.53883202889825,0,15.7134256472005,7.04394942805539,25.4063816977724,12.8838049367851,0.0415412402167369,N,N,N
220,14,11,Flaherty,Essaibi-George,Wu,Mejia,67,32,61,45,15,42,26,65,358,5,17.0391061452514,1411,Y,131,1411,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.4843152257077,0.229533282325937,0.765110941086458,0,9.25784238714614,5.04973221117062,17.1384850803367,3.21346595256312,0.0466717674062739,N,N,N
221,1,11,Flaherty,Essaibi-George,Wu,Murphy,157,47,116,43,73,64,42,138,684,4,16.9590643274854,0111,N,11,0111,2722,2141,79,13,87,2,337,63,2722,1610,57,923,0,87,1,19,25,2.90227773695812,0.477590007347539,3.19617927994122,0.0734753857457752,12.3806024981631,2.31447465099192,33.9088905216752,78.6554004408523,0.0426157237325496,Y,N,N
222,13,1,Wu,Mejia,Flaherty,Essaibi-George,99,64,105,101,26,91,33,97,623,7,16.8539325842697,1301,Y,111,1301,1573,134,955,11,12,0,345,116,1573,41,851,458,8,11,0,130,74,60.7120152574698,0.699300699300699,0.762873490146217,0,21.9326128417038,7.3744437380801,29.1163382072473,8.51875397329943,0.066751430387794,N,N,N
223,18,16,Flaherty,Murphy,Wu,Essaibi-George,408,90,300,119,337,175,66,278,1781,8,16.8444693992139,1816,N,185,1816,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.9272937103289,0.461627236006924,2.25043277553376,0.288517022504328,4.21234852856319,1.96191575302943,11.0213502596653,68.8978649740335,0.173110213502597,Y,N,N
224,20,5,Flaherty,Murphy,Wu/Essaibi-George,Wu/Essaibi-George,237,91,187,64,195,104,50,187,1120,5,16.6964285714286,2005,N,210,2005,2961,2444,180,6,183,1,106,41,2961,2324,161,245,4,183,1,10,33,6.0790273556231,0.202634245187437,6.18034447821682,0.0337723741979061,3.57987166497805,1.38466734211415,8.274231678487,82.5396825396825,0.0631543397500844,Y,N,N
225,18,20,Flaherty,Essaibi-George,Wu,Murphy,403,82,260,109,257,140,42,265,1568,10,16.5816326530612,1820,N,189,1820,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.729267222466,0.219394471259324,1.84291355857832,0.0438788942518649,7.41553312856516,2.54497586660816,11.1452391399737,65.2040368582712,0.114085125054849,Y,N,N
226,14,9,Flaherty,Wu,Essaibi-George,Mejia,42,24,41,36,13,34,14,40,248,4,16.5322580645161,1409,Y,129,1409,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.2687861271676,0.867052023121387,1.22832369942197,0,17.485549132948,5.78034682080925,33.1647398843931,7.36994219653179,0.0296242774566474,N,N,N
227,6,3,Flaherty,Wu,Essaibi-George,Murphy,142,39,88,30,73,49,32,83,539,3,16.3265306122449,0603,N,54,0603,1848,1711,22,10,78,1,8,18,1848,1686,19,38,7,78,1,3,16,1.19047619047619,0.541125541125541,4.22077922077922,0.0541125541125541,0.432900432900433,0.974025974025974,2.05627705627706,92.5865800865801,0.0476190476190476,Y,N,N
228,7,7,Flaherty,Essaibi-George,Wu,Mejia,130,32,76,70,43,29,15,80,478,3,15.8995815899582,0707,N,67,0707,1496,572,404,14,224,3,200,79,1496,363,312,561,6,224,2,5,23,27.0053475935829,0.935828877005348,14.9732620320856,0.200534759358289,13.3689839572192,5.2807486631016,37.5,38.2352941176471,0.0508021390374332,Y,N,N
229,13,10,Essaibi-George,Flaherty,Murphy,Wu,252,95,224,80,230,118,74,336,1417,8,15.8080451658433,1310,N,120,1310,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.26927029804728,0,11.20246659815,0.102774922918808,2.36382322713258,2.46659815005139,4.88180883864337,77.5950668036999,0.115107913669065,Y,N,N
230,7,9,Essaibi-George,Flaherty,Wu,Murphy,97,54,85,53,66,40,24,115,538,4,15.7992565055762,0709,N,69,0709,1551,993,159,11,221,1,128,38,1551,937,147,150,7,221,1,60,28,10.2514506769826,0.709219858156028,14.2488716956802,0.0644745325596389,8.25274016763379,2.45003223726628,9.67117988394584,64.0232108317215,0.0548033526756931,Y,N,N
231,16,8,Murphy,Essaibi-George,Flaherty,Wu,222,76,187,75,277,67,47,234,1193,8,15.674769488684,1608,N,151,1608,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.1266149870801,0.452196382428941,10.4651162790698,0,2.71317829457364,3.68217054263566,6.0077519379845,59.5607235142119,0.120801033591731,Y,N,N
232,6,5,Flaherty,Essaibi-George,Wu,Murphy,180,40,115,42,110,90,24,128,734,5,15.6675749318801,0605,N,56,0605,1678,1617,8,2,31,1,11,8,1678,1598,7,28,1,31,1,5,7,0.476758045292014,0.119189511323004,1.84743742550656,0.0595947556615018,0.65554231227652,0.476758045292014,1.66865315852205,96.3647199046484,0.0685339690107271,Y,N,N
233,7,8,Essaibi-George,Flaherty,Wu,Murphy,96,49,83,50,57,43,38,112,530,2,15.6603773584906,0708,N,68,0708,1487,1173,97,3,137,0,59,18,1487,1132,94,99,3,137,0,6,16,6.52320107599193,0.201748486886348,9.21318090114324,0,3.96772024209818,1.21049092131809,6.6577000672495,78.8836583725622,0.0558170813718897,Y,N,N
234,7,6,Flaherty,Essaibi-George,Wu,Murphy,160,36,91,48,75,42,28,99,583,4,15.6089193825043,0706,N,66,0706,1586,1074,160,5,152,1,145,49,1586,992,130,289,1,150,1,6,17,10.0882723833544,0.315258511979824,9.58385876418663,0.0630517023959647,9.14249684741488,3.08953341740227,18.2219419924338,67.7175283732661,0.0573770491803279,Y,N,N
235,15,4,Flaherty,Mejia,Essaibi-George,Wu,87,44,80,85,32,67,32,84,513,2,15.5945419103314,1504,Y,138,1504,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.818732337505,0.080742834073476,15.7044812272911,0.040371417036738,22.6887363746468,9.89099717400081,16.027452563585,14.7759386354461,0.0322971336293904,N,N,N
236,1,14,Flaherty,Wu,Essaibi-George,Mejia,96,19,47,27,24,25,19,43,304,4,15.4605263157895,0114,N,14,0114,820,717,21,1,37,1,29,14,820,613,16,145,0,36,1,1,8,2.5609756097561,0.121951219512195,4.51219512195122,0.121951219512195,3.53658536585366,1.70731707317073,17.6829268292683,87.4390243902439,0.0573170731707317,Y,N,N
237,13,3,Flaherty,Essaibi-George,Wu,Mejia,65,40,59,58,34,32,32,61,384,3,15.3645833333333,1303,N,113,1303,3145,1502,573,16,681,5,279,89,3145,1293,515,547,7,681,5,41,56,18.2193958664547,0.508744038155803,21.6534181240064,0.158982511923688,8.87122416534181,2.82988871224165,17.3926868044515,47.758346581876,0.0187599364069952,Y,N,N
238,7,4,Flaherty,Murphy,Essaibi-George,Wu,134,30,77,33,81,56,18,79,510,2,15.0980392156863,0704,N,64,0704,1829,1576,69,2,75,0,64,43,1829,1540,57,115,2,75,0,20,20,3.77255330781848,0.109349371241115,4.10060142154183,0,3.49917987971569,2.35101148168398,6.28758884636413,86.1673045379989,0.0420995079278294,Y,N,N
239,13,7,Essaibi-George,Flaherty,Wu,Murphy,143,71,111,77,108,46,38,145,742,3,14.9595687331536,1307,N,117,1307,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.2112676056338,0.0563380281690141,24.2816901408451,0,4.45070422535211,3.09859154929577,7.38028169014085,56.9014084507042,0.0625352112676056,Y,N,N
240,16,2,Flaherty,Murphy,Essaibi-George,Wu,98,37,72,40,87,51,18,80,485,2,14.8453608247423,1602,N,145,1602,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.7991675338189,0.208116545265349,19.4588969823101,0,5.09885535900104,2.08116545265349,7.90842872008325,60.3537981269511,0.0749219562955255,Y,N,N
241,6,4,Flaherty,Murphy,Essaibi-George,Wu,173,40,89,21,101,64,22,90,602,2,14.7840531561462,0604,N,55,0604,1801,1666,14,4,77,0,12,28,1801,1646,14,40,2,77,0,2,20,0.777345918933926,0.222098833981122,4.27540255413659,0,0.666296501943365,1.55469183786785,2.22098833981122,92.5041643531371,0.0494169905607995,Y,N,N
242,1,12,Flaherty,Essaibi-George,Wu,Garrison,177,45,94,54,48,62,48,101,638,9,14.7335423197492,0112,N,12,0112,1833,1516,33,10,49,0,175,50,1833,1231,26,476,8,49,0,24,19,1.80032733224223,0.545553737043099,2.67321331151118,0,9.54719039825423,2.72776868521549,25.9683578832515,82.7059465357338,0.0512820512820513,Y,N,N
243,16,11,Flaherty,Essaibi-George,Murphy,Wu,229,64,161,72,213,112,45,221,1117,0,14.4136078782453,1611,N,154,1611,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,17.968253968254,0.317460317460317,8.88888888888889,0,2.09523809523809,1.90476190476191,4.95238095238095,68.8253968253968,0.102222222222222,Y,N,N
244,6,6,Flaherty,Murphy,Essaibi-George,Wu,283,30,116,18,160,90,16,122,842,7,13.7767220902613,0606,N,57,0606,1503,1459,14,1,13,0,6,10,1503,1453,12,12,1,13,0,4,8,0.931470392548237,0.0665335994677312,0.864936793080506,0,0.399201596806387,0.665335994677312,0.798403193612774,97.0725216234198,0.0771789753825682,Y,N,N
245,16,7,Murphy,Flaherty,Essaibi-George,Wu,211,39,136,45,252,85,26,210,1008,4,13.4920634920635,1607,N,150,1607,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.5194709772226,0.220426157237326,6.83321087435709,0.14695077149155,2.64511388684791,0.808229243203527,4.48199853049228,75.82659808964,0.0999265246142542,Y,N,N
246,7,3,Flaherty,Murphy,Essaibi-George,Wu,311,35,124,25,171,113,27,146,959,7,12.9301355578728,0703,N,63,0703,2133,2048,15,2,32,0,18,18,2133,2019,15,48,2,31,0,2,16,0.70323488045007,0.093764650726676,1.50023441162682,0,0.843881856540084,0.843881856540084,2.25035161744022,96.0150023441163,0.0581340834505391,Y,N,N
247,6,8,Flaherty,Essaibi-George,Murphy,Garrison,239,23,95,14,125,98,15,126,743,8,12.78600269179,0608,N,59,0608,1545,1518,3,1,10,0,3,10,1545,1512,3,10,1,9,0,0,10,0.194174757281553,0.0647249190938511,0.647249190938511,0,0.194174757281553,0.647249190938511,0.647249190938511,98.252427184466,0.0614886731391586,Y,N,N
248,16,10,Murphy,Flaherty,Essaibi-George,Wu,161,28,83,22,173,61,22,145,695,0,11.9424460431655,1610,N,153,1610,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.8024374599102,0.064143681847338,7.44066709429121,0.128287363694676,2.05259781911482,2.11674150096216,4.49005772931366,76.3951250801796,0.0532392559332906,Y,N,N
249,6,7,Flaherty,Murphy,Garrison,Essaibi-George,238,32,89,18,145,102,24,101,754,5,11.8037135278515,0607,N,58,0607,1526,1491,7,1,12,2,3,10,1526,1477,7,20,1,12,1,0,8,0.458715596330275,0.0655307994757536,0.786369593709043,0.131061598951507,0.196592398427261,0.655307994757536,1.31061598951507,97.7064220183486,0.0583224115334207,Y,N,N
250,7,2,Flaherty,Murphy,Essaibi-George,Garrison,254,30,91,25,157,94,23,148,825,3,11.030303030303,0702,N,62,0702,1769,1733,9,0,16,1,1,9,1769,1719,9,15,0,16,1,0,9,0.508762012436405,0,0.904465799886942,0.0565291124929339,0.0565291124929339,0.508762012436405,0.847936687394008,97.9649519502544,0.0514414923685698,Y,N,N
251,6,9,Flaherty,Murphy,Essaibi-George,Garrison,244,16,69,11,126,95,13,104,684,6,10.0877192982456,0609,N,60,0609,1572,1543,17,2,1,0,4,5,1572,1530,15,18,2,1,0,1,5,1.08142493638677,0.127226463104326,0.0636132315521628,0,0.254452926208651,0.318066157760814,1.14503816793893,98.1552162849873,0.0438931297709924,Y,N,N
252,7,1,Flaherty,Murphy,Essaibi-George,Garrison,275,23,84,17,154,118,16,153,850,10,9.88235294117647,0701,N,61,0701,1363,1343,2,0,12,0,3,3,1363,1334,2,12,0,12,0,0,3,0.146735143066764,0,0.880410858400587,0,0.220102714600147,0.220102714600147,0.880410858400587,98.5326485693324,0.0616287600880411,Y,N,N
253,16,9,Murphy,Flaherty,Essaibi-George,Garrison,303,34,114,31,338,121,17,240,1202,4,9.48419301164726,1609,N,152,1609,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.32326283987915,0.181268882175227,3.08157099697885,0,0.906344410876133,1.02719033232628,2.7190332326284,91.4803625377643,0.0688821752265861,Y,N,N
254,16,12,Flaherty,Murphy,Essaibi-George,Garrison,404,29,115,25,385,161,24,294,1450,13,7.93103448275862,1612,N,155,1612,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.56865787432118,0.310318076027929,1.24127230411171,0,0.698215671062839,0.465477114041893,1.16369278510473,93.7160589604345,0.0892164468580295,Y,N,N
255,1,15,,,,,0,0,0,0,0,0,0,0,0,0,,0115,Y,15,0115,530,208,217,2,7,1,78,17,530,165,204,130,2,7,1,13,8,40.9433962264151,0.377358490566038,1.32075471698113,0.188679245283019,14.7169811320755,3.20754716981132,24.5283018867924,39.2452830188679,0,N,N,N
256,,,,,,,33269,22472,41643,22477,16853,16175,13209,34074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,27,18,27,13,10,14,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
